iter	Logloss
304	0.6837163528
305	0.6836911807
306	0.6836770001
307	0.6836576825
308	0.6836307791
309	0.6836181248
310	0.6835957205
311	0.6835757081
312	0.6835517776
313	0.6835216394
314	0.6834996452
315	0.6834831296
316	0.6834582081
317	0.6834340383
318	0.6834083879
319	0.6833770196
320	0.6833605837
321	0.6833361976
322	0.6833115153
323	0.6832848853
324	0.6832631644
325	0.6832478789
326	0.6832186861
327	0.6831885821
328	0.6831686495
329	0.6831447759
330	0.6831267682
331	0.6831013569
332	0.6830754787
333	0.6830560244
334	0.6830308751
335	0.683006899
336	0.6829816472
337	0.6829612362
338	0.6829338658
339	0.6829092063
340	0.6828874854
341	0.6828689652
342	0.6828426085
343	0.6828196689
344	0.6828004539
345	0.6827893827
346	0.682770441
347	0.6827497566
348	0.6827186731
349	0.6826896056
350	0.6826633173
351	0.6826464828
352	0.6826195452
353	0.6826000113
354	0.6825776298
355	0.6825547015
356	0.6825280146
357	0.6825055192
358	0.6824892997
359	0.6824747887
360	0.6824476918
361	0.682434035
362	0.6824097514
363	0.6823811623
364	0.6823669589
365	0.6823550335
366	0.6823327317
367	0.6823161136
368	0.6822947572
369	0.6822721706
370	0.6822514407
371	0.6822250727
372	0.6822061538
373	0.6821835103
374	0.6821664138
375	0.6821475176
376	0.6821121401
377	0.6820867744
378	0.6820723203
379	0.6820428314
380	0.6820216914
381	0.6819923278
382	0.6819598547
383	0.6819352294
384	0.6819176431
385	0.6818945326
386	0.6818728003
387	0.6818537561
388	0.6818253607
389	0.6818019541
390	0.6817752329
391	0.681756781
392	0.6817311306
393	0.6816997281
394	0.6816776086
395	0.6816521176
396	0.6816303967
397	0.6816046096
398	0.6815812713
399	0.6815562473
400	0.6815284555
401	0.6815092518
402	0.6814810386
403	0.6814679628
404	0.6814458774
405	0.6814155343
406	0.6813963989
407	0.6813789835
408	0.6813629121
409	0.6813505767
410	0.6813293
411	0.6813066565
412	0.6812853685
413	0.6812648094
414	0.6812406624
415	0.6812165952
416	0.6812061391
417	0.6811904777
418	0.6811620253
419	0.6811392338
420	0.6811229915
421	0.6811008492
422	0.6810869533
423	0.6810741053
424	0.6810566101
425	0.6810278616
426	0.6810155945
427	0.6810006165
428	0.6809758545
429	0.6809515936
430	0.6809293716
431	0.6809081633
432	0.68088798
433	0.6808714303
434	0.6808423742
435	0.6808287744
436	0.6808055045
437	0.6807797629
438	0.6807496475
439	0.6807301705
440	0.6807138599
441	0.6806912164
442	0.6806741883
443	0.6806517612
444	0.680625097
445	0.6806066451
446	0.6805891044
447	0.6805588637
448	0.6805436922
449	0.6805209234
450	0.6804960589
451	0.6804714905
452	0.6804493595
453	0.6804217044
454	0.6803931723
455	0.6803724879
456	0.6803512112
457	0.680323522
458	0.6802982018
459	0.6802807066
460	0.6802690432
461	0.6802536097
462	0.6802262051
463	0.6802063978
464	0.680193732
465	0.6801837771
466	0.6801622043
467	0.6801396861
468	0.6801202546
469	0.6800934538
470	0.6800665732
471	0.6800532354
472	0.6800317765
473	0.6800036202
474	0.6799798719
475	0.6799605771
476	0.6799383551
477	0.6799191172
478	0.6799048796
479	0.6798876692
480	0.6798687161
481	0.6798569616
482	0.6798328146
483	0.6798071072
484	0.6797854319
485	0.6797720144
486	0.6797487331
487	0.6797272172
488	0.679702683
489	0.6796839577
490	0.679667556
491	0.6796364155
492	0.6796135898
493	0.6795964249
494	0.6795749433
495	0.6795580062
496	0.6795287565
497	0.6795062269
498	0.6794911692
499	0.6794711227
500	0.6794502788
501	0.6794305854
502	0.679401199
503	0.6793833166
504	0.6793607984
505	0.6793369817
506	0.6793202497
507	0.6792936197
508	0.6792830383
509	0.6792616136
510	0.6792391524
511	0.6792138664
512	0.679194378
513	0.6791749465
514	0.6791627933
515	0.6791387944
516	0.6791202627
517	0.6791029043
518	0.6790885641
519	0.6790748049
520	0.6790591322
521	0.679048266
522	0.6790286637
523	0.6790090728
524	0.67898791
525	0.6789751873
526	0.6789581819
527	0.6789476575
528	0.6789356865
529	0.6789143073
530	0.6788902857
531	0.6788640543
532	0.6788441217
533	0.6788248155
534	0.6788089833
535	0.6787904402
536	0.6787713391
537	0.6787454267
538	0.6787277948
539	0.6787109603
540	0.6786928842
541	0.6786708672
542	0.6786524836
543	0.6786256486
544	0.6786048959
545	0.6785782431
546	0.6785667163
547	0.6785452916
548	0.6785253362
549	0.6784985125
550	0.6784722698
551	0.6784582372
552	0.6784452981
553	0.6784232697
554	0.6784079842
555	0.6783965486
556	0.6783760009
557	0.6783535282
558	0.6783298369
559	0.6783178659
560	0.6782933772
561	0.6782713602
562	0.6782435115
563	0.6782199226
564	0.678198794
565	0.6781843742
566	0.6781701822
567	0.6781524022
568	0.678128335
569	0.6781126395
570	0.6780991195
571	0.6780818977
572	0.6780650517
573	0.678038342
574	0.6780187055
575	0.6779935448
576	0.6779712658
577	0.6779551831
578	0.677947153
579	0.6779222316
580	0.6778980846
581	0.677876284
582	0.6778545175
583	0.6778405533
584	0.6778242655
585	0.6778039
586	0.6777859948
587	0.677756449
588	0.6777437035
589	0.6777234861
590	0.677704476
591	0.6776880629
592	0.677667128
593	0.677636762
594	0.6776071137
595	0.6775865773
596	0.6775753923
597	0.677552054
598	0.6775335565
599	0.6775148426
600	0.6774926889
601	0.6774680066
602	0.6774565027
603	0.6774353855
604	0.6774160679
605	0.6773910325
606	0.6773719199
607	0.6773517139
608	0.6773285921
609	0.6773053108
610	0.6772869841
611	0.6772580647
612	0.6772416858
613	0.6772190993
614	0.6771973442
615	0.6771847582
616	0.6771640396
617	0.677143845
618	0.6771253589
619	0.6771093673
620	0.6770948107
621	0.6770777256
622	0.6770548088
623	0.677026812
624	0.6770146132
625	0.6770036673
626	0.6769807049
627	0.676968005
628	0.6769468422
629	0.6769307481
630	0.676905109
631	0.6768823972
632	0.6768696858
633	0.6768517351
634	0.6768258568
635	0.67679786
636	0.6767839072
637	0.6767714692
638	0.6767542132
639	0.6767394859
640	0.6767141088
641	0.676701443
642	0.6766779567
643	0.67665668
644	0.6766401416
645	0.6766229881
646	0.6766001055
647	0.6765806968
648	0.6765618462
649	0.6765424831
650	0.6765259561
651	0.6765113654
652	0.6765018888
653	0.6764746779
654	0.6764636751
655	0.6764486744
656	0.6764379222
657	0.6764161102
658	0.6763979316
659	0.6763859037
660	0.6763723267
661	0.6763594445
662	0.676348362
663	0.6763346597
664	0.6763172898
665	0.6762958651
666	0.6762766387
667	0.6762597586
668	0.6762452248
669	0.6762343473
670	0.6762202692
671	0.6762012705
672	0.6761844815
673	0.6761643667
674	0.6761516781
675	0.6761333287
676	0.6761123254
677	0.6760956959
678	0.6760711958
679	0.6760513657
680	0.6760391897
681	0.6760162273
682	0.6759964883
683	0.6759815673
684	0.6759610538
685	0.6759310523
686	0.6759187852
687	0.6758972921
688	0.6758786352
689	0.6758564017
690	0.6758354554
691	0.6758130967
692	0.6757895875
693	0.675767058
694	0.6757540391
695	0.6757348468
696	0.6757271813
697	0.6757013828
698	0.6756824297
699	0.6756645814
700	0.6756412432
701	0.6756279396
702	0.6756138614
703	0.6756019702
704	0.6755855115
705	0.6755719687
706	0.6755543369
707	0.6755380263
708	0.6755182303
709	0.6755090044
710	0.6754807342
711	0.6754597878
712	0.6754489217
713	0.6754228954
714	0.6754005366
715	0.6753825517
716	0.6753693051
717	0.6753465021
718	0.6753321848
719	0.6753118763
720	0.6753003837
721	0.675273822
722	0.6752468048
723	0.6752272366
724	0.6752044906
725	0.675191859
726	0.6751699787
727	0.6751548527
728	0.6751410251
729	0.6751239058
730	0.6751102377
731	0.6750933462
732	0.675074564
733	0.6750573878
734	0.6750433438
735	0.6750188551
736	0.674996952
737	0.6749824183
738	0.6749699006
739	0.6749522687
740	0.67493794
741	0.6749275637
742	0.6749014918
743	0.6748865708
744	0.6748672646
745	0.6748457943
746	0.6748191985
747	0.674799505
748	0.6747769527
749	0.6747626923
750	0.6747363926
751	0.6747145464
752	0.6746906386
753	0.6746763783
754	0.6746596918
755	0.6746419575
756	0.6746204188
757	0.6745972742
758	0.6745838111
759	0.674563981
760	0.674542169
761	0.6745241954
762	0.6745009255
763	0.6744727009
764	0.6744485767
765	0.6744279151
766	0.6744061828
767	0.6743846214
768	0.6743682994
769	0.6743482187
770	0.674321099
771	0.674305916
772	0.674280015
773	0.6742631576
774	0.6742345458
775	0.6742238049
776	0.6742012981
777	0.6741827209
778	0.6741668773
779	0.6741500314
780	0.6741231736
781	0.6741071705
782	0.6740909852
783	0.6740749138
784	0.6740631934
785	0.6740473612
786	0.6740349574
787	0.6740181798
788	0.6740019945
789	0.6739802964
790	0.6739645212
791	0.6739505114
792	0.6739347361
793	0.6739095071
794	0.6738951784
795	0.6738723982
796	0.6738606892
797	0.6738365878
798	0.6738212682
799	0.673801028
800	0.6737851388
801	0.6737633496
802	0.6737365374
803	0.6737158416
804	0.6736866261
805	0.6736659986
806	0.6736499842
807	0.6736375804
808	0.6736150964
809	0.6735936147
810	0.6735697866
811	0.6735493415
812	0.6735234632
813	0.6735119023
814	0.6734865593
815	0.673469292
816	0.6734456348
817	0.6734301215
818	0.6734115329
819	0.6733902448
820	0.673376235
821	0.6733450148
822	0.6733249114
823	0.6733073934
824	0.6732799319
825	0.6732611155
826	0.6732434837
827	0.6732331757
828	0.6732195987
829	0.6732011809
830	0.6731733094
831	0.6731500509
832	0.6731285692
833	0.6731074634
834	0.67308859
835	0.6730689763
836	0.6730528252
837	0.6730367652
838	0.6730246917
839	0.6729976402
840	0.672982742
841	0.6729589254
842	0.672938708
843	0.6729218848
844	0.6729103695
845	0.6728940931
846	0.6728766093
847	0.6728637043
848	0.6728498426
849	0.6728360037
850	0.6728295341
851	0.6728098179
852	0.6727968901
853	0.6727848622
854	0.6727639386
855	0.6727486873
856	0.6727391766
857	0.6727233102
858	0.672704004
859	0.6726893906
860	0.6726673508
861	0.6726495936
862	0.6726351168
863	0.6726201958
864	0.6726009922
865	0.6725822441
866	0.6725581541
867	0.6725474588
868	0.6725275603
869	0.6725088009
870	0.6724902464
871	0.6724714756
872	0.6724589693
873	0.6724420209
874	0.672428273
875	0.6724116207
876	0.6723870182
877	0.6723662655
878	0.6723562764
879	0.6723389748
880	0.6723278012
881	0.6723180171
882	0.6723009092
883	0.6722888129
884	0.6722660214
885	0.6722522736
886	0.6722406898
887	0.672226999
888	0.6722082737
889	0.6721922364
890	0.6721723722
891	0.6721542961
892	0.6721338167
893	0.6721168569
894	0.672105763
895	0.6720930289
896	0.6720731874
897	0.672062082
898	0.6720483798
899	0.6720371947
900	0.6720116695
901	0.6720052683
902	0.671978365
903	0.6719607445
904	0.6719343537
905	0.6719152411
906	0.6718942606
907	0.6718727903
908	0.6718584388
909	0.6718501924
910	0.671831171
911	0.6718237902
912	0.6718052016
913	0.6717892669
914	0.6717656097
915	0.6717572722
916	0.6717461782
917	0.6717240017
918	0.6717039894
919	0.6716815623
920	0.6716634749
921	0.6716504674
922	0.6716301703
923	0.6716163769
924	0.6716088594
925	0.6716006928
926	0.6715780379
927	0.6715631397
928	0.671539323
929	0.6715228871
930	0.6715026014
931	0.6714865983
932	0.671466381
933	0.6714517105
934	0.6714270624
935	0.6714070273
936	0.671387106
937	0.671365556
938	0.6713424683
939	0.6713335271
940	0.6713131047
941	0.6712940491
942	0.6712652663
943	0.671245516
944	0.6712324971
945	0.6712090905
946	0.6711853536
947	0.6711649767
948	0.6711489623
949	0.6711309432
950	0.6711099057
951	0.6710967957
952	0.6710827176
953	0.6710728082
954	0.671055575
955	0.6710428067
956	0.6710259153
957	0.6710102083
958	0.6709925651
959	0.6709751041
960	0.6709549551
961	0.6709473009
962	0.6709312523
963	0.6709164224
964	0.6709042123
965	0.6708783112
966	0.6708626043
967	0.6708488451
968	0.6708256891
969	0.6708045491
970	0.6707903001
971	0.6707670757
972	0.6707500931
973	0.6707395915
974	0.6707248869
975	0.6707047151
976	0.6706826297
977	0.6706629704
978	0.6706436073
979	0.6706240619
980	0.6706102571
981	0.6705990379
982	0.6705911901
983	0.6705798684
984	0.6705649702
985	0.6705476003
986	0.6705222118
987	0.6705025184
988	0.6704759112
989	0.6704580971
990	0.6704382784
991	0.6704226284
992	0.6704099398
993	0.6703988003
994	0.6703805534
995	0.670362933
996	0.6703438888
997	0.6703285805
998	0.6703145593
999	0.6703014038
